filename,doi,guest_molecule,KD_A,PLD_A,guest_composition,zeolite_name,std_zeolite_name,si_al_ratio,modified_ion,loading_value,loading_unit,diffusion_coefficient_value,diffusion_coefficient_unit,temperature_value,temperature_unit,concentration_value,concentration_unit,adsorption_loading_value,adsorption_loading_unit,pressure_value,pressure_unit,experimental_method,distinguishing_variable,method_type,method_category
10.1117_12.842129,10.1117/12.842129,nitrogen,3.64,3.1,,Ca-clinoptilolite,HEU-Ca,5,,,,1.80E-12,m2/s,298,K,,,1,molecules/unit cell,,,Molecular Dynamics,force_field: IFF 12-6,Computational,MD
10.1016_j.ces.2022.117733_SI,10.1016/j.ces.2022.117733,stilbene,7.0,7.4,,Raw Zeolite Y,FAU-NaY,,,,,1.80E-12,m2/s,353,K,0.0001,mol/L,,,,,ZLC,particle_size: 90 μm; limitation: micropore,Experimental,ZLC
10.1016_s0009-2509(99)00189-x,10.1016/s0009-2509(99)00189-x,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,1.81E-12,m2/s,375,K,,,,,0.0034,bar,ZLC,"model: Eq.16 uniform slabs; fit_type: long-time; F: 10,15,20 ml/min",Experimental,ZLC
10.1016_j.seppur.2021.119483,10.1016/j.seppur.2021.119483,carbon dioxide,3.3,7.4,,13X (3 um),FAU-NaX,1.09,,,,1.82E-12,m2/s,298,K,,,0.1,mol/kg,0.1,bar,gas breakthrough experiment and LDF model fitting,flow_rate: 0.50 L/min,Experimental,Column Dynamics
10.3390_pr14030542,10.3390/pr14030542,ethane,4.0,7.4,,CaFAU,FAU-Ca,,,,,1.82E-12,m2/s,303,K,,,,,1,bar,Molecular Dynamics,relative_humidity: 90%,Computational,MD
10.1016_j.jhazmat.2005.07.021,10.1016/j.jhazmat.2005.07.021,zinc(2+),,4.1,,zeolite A,LTA-Na,0.82,,,,1.83E-12,m2/s,298,K,500,mol/L,,,,,Batch adsorption kinetics (Helfferich model),,Experimental,Uptake/Release
10.1016_j.jcat.2015.10.024,10.1016/j.jcat.2015.10.024,"1,2-dimethylbenzene",6.8,4.7,,ZSM-5,MFI-H,,,,,1.85E-12,m2/s,900,K,,,,,,,Molecular dynamics,,Computational,MD
10.1016_j.micromeso.2022.111910,10.1016/j.micromeso.2022.111910,"1,2-dimethylbenzene",6.8,4.7,,HZSM-5,MFI-H,23,,,,1.87E-12,m2/s,600,K,,,6,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1016_j.micromeso.2022.111910,10.1016/j.micromeso.2022.111910,"1,2-dimethylbenzene",6.8,4.7,,BAS/Cu+-HZSM-5,MFI-Cu,23,Cu+,,,1.88E-12,m2/s,400,K,,,6,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.3762_bjnano.10.200,10.3762/bjnano.10.200,triolein,,7.6,,C-P-ETS-10/60,ETT,,,,,1.90E-12,m2/s,403,K,,,,,,,PFG NMR,diffusion_mode: slow (intracrystalline diffusion within mesopores),Experimental,PFG NMR
10.1016_s0040-6031(99)00280-4,10.1016/s0040-6031(99)00280-4,"potassium, calcium",,3.1,,clinoptilolite,HEU,,,,,1.91E-12,m2/s,298,K,0.1,mol/L,,,,,ion exchange kinetics,analysis_method: BBK,Experimental,Uptake/Release
10.1016_j.jcat.2018.09.010,10.1016/j.jcat.2018.09.010,methane,3.8,3.8,,SAPO-34,CHA,,,,,1.92E-12,m2/s,298,K,,,0.5,molecules/cage,,,1H PFG NMR,time_on_stream: 96 min; coke_amount: 15.8 wt%,Experimental,PFG NMR
10.1016_s0009-2509(99)00189-x,10.1016/s0009-2509(99)00189-x,ethylbenzene,6,4.7,,silicalite,MFI,>20000,,,,1.94E-12,m2/s,395,K,,,,,0.0013,bar,ZLC,model: Eq.20 variable shape; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
10.1016_j.micromeso.2007.01.015,10.1016/j.micromeso.2007.01.015,benzene,5.35,4.7,,silicalite-1 (B),MFI,1338,,,,1.94E-12,m2/s,273,K,,,5.8,molecules/unit cell,,,Frequency Response (FR),diffusion_component: D01; process: faster diffusion process,Experimental,FR
10.1016_j.seppur.2021.119483,10.1016/j.seppur.2021.119483,carbon dioxide,3.3,7.4,,13X (3 um),FAU-NaX,1.09,,,,1.95E-12,m2/s,298,K,,,0.11,mol/kg,0.1,bar,gas breakthrough experiment and LDF model fitting,flow_rate: 1.00 L/min,Experimental,Column Dynamics
10.1016_s0009-2509(99)00189-x,10.1016/s0009-2509(99)00189-x,ethylbenzene,6,4.7,,silicalite,MFI,>20000,,,,2.00E-12,m2/s,395,K,,,,,0.0013,bar,ZLC,model: Eq.16 uniform slabs; fit_type: long-time; F: 15 ml/min,Experimental,ZLC
10.1016_j.jcat.2015.10.024,10.1016/j.jcat.2015.10.024,2-methylbut-2-ene,5,5.8,,ITQ-39,ITN,,,,,2.00E-12,m2/s,300,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: x,Computational,MD
10.1016_j.jcat.2015.10.024,10.1016/j.jcat.2015.10.024,2-methylbut-2-ene,5,5.8,,ITQ-39,ITN,,,,,2.00E-12,m2/s,300,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: y,Computational,MD
10.1016_j.jcat.2015.10.024,10.1016/j.jcat.2015.10.024,1-ethyl-3-methylbenzene,6.2,5.8,,ITQ-39,ITN,,,,,2.00E-12,m2/s,300,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: x,Computational,MD
10.1016_j.jcat.2015.10.024,10.1016/j.jcat.2015.10.024,1-ethyl-3-methylbenzene,6.2,5.8,,ITQ-39,ITN,,,,,2.00E-12,m2/s,300,K,,,16,molecules per 2×2×1 supercell,,,Molecular dynamics,direction: z,Computational,MD
10.1016_j.cattod.2018.02.012,10.1016/j.cattod.2018.02.012,anthracene,7.3,4.7,,microporous H-ZSM-5,MFI-H,31,,,,2.00E-12,m2/s,700,K,,,1.5,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1016_j.seppur.2014.06.030,10.1016/j.seppur.2014.06.030,water,2.65,4.1,,4A,LTA-Na,,,,,2.00E-12,m2/s,293,K,1999,mol/L,,,,,Breakthrough curve fitting,source: text (adsorbent variation); zeolite: 4A,Experimental,Column Dynamics
10.1016_j.seppur.2014.06.030,10.1016/j.seppur.2014.06.030,water,2.65,4.1,,4A,LTA-Na,,,,,2.00E-12,m2/s,293,K,1999,mol/L,,,,,Breakthrough curve fitting,run: 3b; series: adsorbent variation; zeolite: 4A,Experimental,Column Dynamics
10.1016_j.seppur.2015.02.033,10.1016/j.seppur.2015.02.033,water,2.65,4.1,,4A,LTA-Na,,,,,2.00E-12,m2/s,298,K,2005,mol/L,,,1,bar,Breakthrough curve fitting,,Experimental,Column Dynamics
10.1016_j.seppur.2015.02.033,10.1016/j.seppur.2015.02.033,water,2.65,4.1,,4A,LTA-Na,,,,,2.00E-12,m2/s,298,K,,,,,1,bar,Breakthrough curve fitting,source: Table 4,Experimental,Column Dynamics
10.1016_j.micromeso.2022.111910,10.1016/j.micromeso.2022.111910,"1,3-dimethylbenzene",6.8,4.7,,HZSM-5,MFI-H,23,,,,2.00E-12,m2/s,600,K,,,6,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1002_ceat.270110155,10.1002/ceat.270110155,argon,3.4,6.5,,Zeolon 900 H,MOR-H,,,,,2.00E-12,m2/s,348,K,,,,,,,Chromatography,"methanol_loading_fraction: 0.905; condition: with methanol, non-reacting",Experimental,Column Dynamics
10.3390_app14083511,10.3390/app14083511,strontium(2+),,4.1,,alkali-activated brick composite (Na-A/Na-P),LTA&GIS,1,,,,2.00E-12,m2/s,298,K,174,mg/L,18,mg/g,1,bar,Fixed-bed column HSDM simulation,diffusion_coefficient_type: D_s; model: HSDM fixed-bed,Computational,Other
10.1039_c8ra07434h,10.1039/c8ra07434h,methyl oleate,,4.7,,D_NH3/TPAOH,MFI,,,,,2.00E-12,m2/s,298,K,,,,,,,PFG-NMR,diffusion_component: D3; diffusion_time: 18 ms,Experimental,PFG NMR
10.1016_j.ces.2024.120183_SI,10.1016/j.ces.2024.120183,Toluene,5.85,4.7,,Micro-Z5,MFI-H,18.94,,,,2.00E-12,m2/s,673,K,,,,,,,Molecular Dynamics,source_table: Table S5,Computational,MD
10.57903_uj_n10ovi,10.57903/uj/n10ovi,"2,2-dimethylpropane",6.2,4.7,,deSi-ZSM-5,MFI-H,21,,,,2.05E-12,m2/s,333,K,,,,,,,Molecular Dynamics simulations,,Computational,MD
10.1016_j.seppur.2014.06.030,10.1016/j.seppur.2014.06.030,water,2.65,4.1,,3A,LTA-K,,,,,2.10E-12,m2/s,293,K,1087,mol/L,,,,,Breakthrough curve fitting,run: 4e; series: inlet concentration variation; zeolite: 3A,Experimental,Column Dynamics
10.1016_s1387-1811(99)00229-2,10.1016/s1387-1811(99)00229-2,toluene,5.85,4.7,,Silicalite-1 (B),MFI,,,,,2.10E-12,m2/s,415,K,,,0.5,molecules/unit cell,0.00133,bar,Frequency Response,,Experimental,FR
10.1002_jctb.4763,10.1002/jctb.4763,ammonium,2.86,,,Z-Fe,Z-Fe,,Fe(III),12.8,wt%,2.10E-12,m2/s,294,K,20,mol/L,,,1,bar,batch kinetic sorption (particle diffusion model),,Experimental,Uptake/Release
10.1002_jctb.5550,10.1002/jctb.5550,ammonium,2.86,,,NZ2,zeolite,,,,,2.10E-12,m2/s,295,K,864,mol/L,23.9,mg N-NH4/g,,,batch uptake kinetics (HPDM/SPM fitting),model: HPDM; parameter: Df from -ln(1-X^2),Experimental,Uptake/Release
10.3390_pr14030542,10.3390/pr14030542,ethane,4.0,3.8,,HCHA,CHA-H,,,,,2.10E-12,m2/s,303,K,,,,,1,bar,Molecular Dynamics,relative_humidity: 0%,Computational,MD
10.5281_zenodo.595246,10.5281/zenodo.595246,2-methylbutan-2-ol,,4.7,,H-ZSM-5,MFI-H,75,,,,2.10E-12,m2/s,573,K,,,,,,,Molecular Dynamics,diffusion_type: self-diffusion,Computational,MD
10.1016_j.jssc.2025.125421,10.1016/j.jssc.2025.125421,pyromellitic diimide,,4.7,,ZSM-5 (CAT-W),MFI-H,400,,,,2.10E-12,m2/s,298,K,1.00E-11,mol/L,,,1,bar,Single-molecule fluorescence microscopy,diffusion_type: actual effective (D_e'),Experimental,SMT
10.1016_j.micromeso.2023.112964,10.1016/j.micromeso.2023.112964,o-xylene,,4.7,12:06:06,NiOH+/HZSM-5 (T7-2),MFI,46,NiOH+,,,2.17E-12,m2/s,698,K,,,6,molecules per 2x2x4 supercell,,,Molecular Dynamics,,Computational,MD
10.1016_j.seppur.2014.06.030,10.1016/j.seppur.2014.06.030,water,2.65,4.1,,4A,LTA-Na,,,,,2.20E-12,m2/s,293,K,2283,mol/L,,,,,Breakthrough curve fitting,run: 5c; series: inlet concentration variation; zeolite: 4A,Experimental,Column Dynamics
10.1016_j.jhazmat.2007.10.115,10.1016/j.jhazmat.2007.10.115,caesium(1+),,7.4,,NaA-X zeolite blend,FAU,,,,,2.24E-12,m2/s,298,K,50,mol/L,31.9,mg/g,,,Homogeneous Particle Diffusion Model (Batch Adsorption),,Experimental,Uptake/Release
10.1016_s0376-7388(01)00350-7,10.1016/s0376-7388(01)00350-7,"ethanol, water",,4.7,,silicalite,MFI,,,,,2.24E-12,m2/s,303,K,,,,,,,Pervaporation,membrane: Membrane 1; crystallization_time: 48 h,Experimental,Membrane Permeation
10.1016_j.micromeso.2022.111910,10.1016/j.micromeso.2022.111910,"1,2-dimethylbenzene",6.8,4.7,,HZSM-5,MFI-H,23,,,,2.25E-12,m2/s,400,K,,,6,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1016_j.seppur.2025.135500,10.1016/j.seppur.2025.135500,carbon dioxide,3.3,7.4,10%CO2/90%N2,NaX,FAU-NaX,,,,,2.28E-12,m2/s,323,K,10,%,,,0.1,bar,Breakthrough curve fitting,diffusion_type: micropore; source: Table 3; sample: JX-04; particle_size: 3.5-4.5 mm,Experimental,Column Dynamics
10.1016_j.jcat.2015.10.024,10.1016/j.jcat.2015.10.024,2-(4-methylphenyl)octane,7.5,5.8,,ITQ-39,ITN,,,,,2.30E-12,m2/s,300,K,,,12,molecules per 2×2×1 supercell,,,Molecular dynamics,,Computational,MD
10.1016_j.ces.2024.120183_SI,10.1016/j.ces.2024.120183,dimethylbenzene,,4.7,,Micro-Z5,MFI-H,18.94,,,,2.30E-12,m2/s,673,K,,,,,,,Molecular Dynamics,source_table: Table S5,Computational,MD
10.1002_aic.690420507,10.1002/aic.690420507,calcium(2+),,,"0.2N Na+, 0.07N Sr++, 0.02N Ca++",zeolite,zeolite,,,,,2.30E-12,m2/s,353,K,0.02,mol/L,,,,,Column breakthrough fitting,model: single-diffusion surface,Experimental,Column Dynamics
10.1016_s0009-2509(99)00189-x,10.1016/s0009-2509(99)00189-x,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,2.33E-12,m2/s,375,K,,,,,0.0034,bar,ZLC,"model: Eq.20 variable shape; fit_type: full-time; F: 10,15,20 ml/min",Experimental,ZLC
10.3390_pr14030542,10.3390/pr14030542,propane,4.3,7.4,,CaFAU,FAU-Ca,,,,,2.33E-12,m2/s,303,K,,,,,1,bar,Molecular Dynamics,relative_humidity: 90%,Computational,MD
10.1016_j.jhazmat.2005.07.021,10.1016/j.jhazmat.2005.07.021,zinc(2+),,4.1,,zeolite A,LTA-Na,0.82,,,,2.34E-12,m2/s,313,K,500,mol/L,,,,,Batch adsorption kinetics (Helfferich model),,Experimental,Uptake/Release
10.1016_j.micromeso.2022.111926,10.1016/j.micromeso.2022.111926,toluene,5.85,4.7,,H-ZSM-5,MFI-H,47,,,,2.35E-12,m2/s,673,K,,,4,molecules/supercell,,,Molecular Dynamics,,Computational,MD
10.1016_j.seppur.2025.135500,10.1016/j.seppur.2025.135500,carbon dioxide,3.3,7.4,10%CO2/90%N2,NaX,FAU-NaX,,,,,2.35E-12,m2/s,283,K,10,%,,,0.1,bar,Breakthrough curve fitting,diffusion_type: micropore; source: Table 3; sample: JX-04; particle_size: 3.5-4.5 mm,Experimental,Column Dynamics
10.1016_j.micromeso.2022.111910,10.1016/j.micromeso.2022.111910,"1,3-dimethylbenzene",6.8,4.7,,HZSM-5,MFI-H,23,,,,2.37E-12,m2/s,600,K,,,2,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1016_j.micromeso.2022.111910,10.1016/j.micromeso.2022.111910,"1,3-dimethylbenzene",6.8,4.7,,HZSM-5,MFI-H,23,,,,2.37E-12,m2/s,400,K,,,6,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1016_j.micromeso.2022.111910,10.1016/j.micromeso.2022.111910,"1,2-dimethylbenzene",6.8,4.7,,HZSM-5,MFI-H,23,,,,2.39E-12,m2/s,400,K,,,2,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1016_s1387-1811(98)00083-3,10.1016/s1387-1811(98)00083-3,water,2.65,3.8,,natural chabazite,CHA,,,,,2.40E-12,m2/s,293,K,,,,,,,PFG NMR,specimen: sample 1; direction: z,Experimental,PFG NMR
10.1016_j.jhazmat.2007.10.115,10.1016/j.jhazmat.2007.10.115,caesium(1+),,7.4,,NaA-X zeolite blend,FAU,,,,,2.42E-12,m2/s,313,K,50,mol/L,35,mg/g,,,Homogeneous Particle Diffusion Model (Batch Adsorption),,Experimental,Uptake/Release
10.3390_catal16030230,10.3390/catal16030230,octene,,4.7,,H-ZSM-5,MFI-H,76,,,,2.42E-12,m2/s,923,K,,,15,molecules/supercell,,,Molecular Dynamics,,Computational,MD
10.1016_j.seppur.2025.135500,10.1016/j.seppur.2025.135500,carbon dioxide,3.3,7.4,10%CO2/90%N2,NaX,FAU-NaX,,,,,2.43E-12,m2/s,303,K,10,%,3.17,mmol/g,0.1,bar,Breakthrough curve fitting,diffusion_type: micropore; source: Table 3; sample: JX-04; particle_size: 3.5-4.5 mm,Experimental,Column Dynamics
10.3390_catal16030230,10.3390/catal16030230,"ethene, propene, butene, pentene, hexene, heptene, octene",,4.7,equimolar,H-ZSM-5,MFI-H,76,,,,2.44E-12,m2/s,923,K,,,35,molecules/supercell,,,Molecular Dynamics,measured_species: C6H12,Computational,MD
10.3390_catal16030230,10.3390/catal16030230,"ethene, propene, butene, pentene, hexene, heptene, octene",,4.7,equimolar,H-ZSM-5,MFI-H,76,,,,2.46E-12,m2/s,923,K,,,35,molecules/supercell,,,Molecular Dynamics,measured_species: C5H10,Computational,MD
10.3390_catal16030230,10.3390/catal16030230,heptene,4.9,4.7,,H-ZSM-5,MFI-H,76,,,,2.47E-12,m2/s,923,K,,,15,molecules/supercell,,,Molecular Dynamics,,Computational,MD
10.3390_catal16030230,10.3390/catal16030230,hexene,,4.7,,H-ZSM-5,MFI-H,76,,,,2.50E-12,m2/s,923,K,,,15,molecules/supercell,,,Molecular Dynamics,,Computational,MD
10.1016_s0009-2509(99)00189-x,10.1016/s0009-2509(99)00189-x,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,2.50E-12,m2/s,375,K,,,,,0.0034,bar,ZLC,"model: Eq.17 size distribution; fit_type: long-time; F: 10,15,20 ml/min",Experimental,ZLC
10.1016_s0009-2509(99)00189-x,10.1016/s0009-2509(99)00189-x,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,2.50E-12,m2/s,375,K,,,,,0.0034,bar,ZLC,"model: Eq.19 size distribution + apparatus; fit_type: long-time; F: 10,15,20 ml/min",Experimental,ZLC
10.1016_j.jhazmat.2010.08.074,10.1016/j.jhazmat.2010.08.074,cadmium(2+),,7.4,,CaY,FAU-CaY,2.6,,,,2.50E-12,m2/s,295,K,,,,,,,Isotopic exchange and diffusion modeling,coefficient: D1,Experimental,Uptake/Release
apj.412,,water,2.65,3.1,,natural clinoptilolite,HEU,,,,,2.50E-12,m2/s,293,K,,,0.903,mmol/g,0.023344682,bar,gravimetric uptake (constant pressure static),particle_size: 1.125 mm; coefficient_type: apparent particle diffusivity,Experimental,Uptake/Release
apj.412,,methanol,3.6,3.1,,natural clinoptilolite,HEU,,,,,2.50E-12,m2/s,293,K,,,1.994,mmol/g,0.12996229,bar,gravimetric uptake (constant pressure static),particle_size: 1.125 mm; coefficient_type: apparent particle diffusivity,Experimental,Uptake/Release
10.1016_j.micromeso.2022.111910,10.1016/j.micromeso.2022.111910,"1,2-dimethylbenzene",6.8,4.7,,HZSM-5,MFI-H,23,,,,2.52E-12,m2/s,400,K,,,4,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1016_j.micromeso.2022.111926,10.1016/j.micromeso.2022.111926,benzene,5.35,4.7,binary mixture with CH3OH,H-ZSM-5,MFI-H,47,,,,2.52E-12,m2/s,673,K,,,4,molecules/supercell,,,Molecular Dynamics,mixture: C6H6+CH3OH,Computational,MD
10.1016_s0009-2509(99)00189-x,10.1016/s0009-2509(99)00189-x,ethylbenzene,6,4.7,,silicalite,MFI,>20000,,,,2.54E-12,m2/s,395,K,,,,,0.0013,bar,ZLC,model: Eqs.12-15 temperature dependence; fit_type: long-time; diffusivity_type: intrinsic D0,Experimental,ZLC
10.1016_s0009-2509(99)00189-x,10.1016/s0009-2509(99)00189-x,ethylbenzene,6,4.7,,silicalite,MFI,>20000,,,,2.55E-12,m2/s,435,K,,,,,0.0013,bar,ZLC,model: Eq.20 variable shape; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
10.3390_pr14030542,10.3390/pr14030542,propane,4.3,4.1,,HLTA,LTA-H,,,,,2.58E-12,m2/s,303,K,,,,,1,bar,Molecular Dynamics,relative_humidity: 0%,Computational,MD
10.1016_j.jhazmat.2007.10.115,10.1016/j.jhazmat.2007.10.115,caesium(1+),,7.4,,NaA-X zeolite blend,FAU,,,,,2.60E-12,m2/s,333,K,50,mol/L,37.8,mg/g,,,Homogeneous Particle Diffusion Model (Batch Adsorption),,Experimental,Uptake/Release
10.1016_j.seppur.2014.06.030,10.1016/j.seppur.2014.06.030,water,2.65,4.1,,4A,LTA-Na,,,,,2.60E-12,m2/s,293,K,3006,mol/L,,,,,Breakthrough curve fitting,run: 5b; series: inlet concentration variation; zeolite: 4A,Experimental,Column Dynamics
10.1016_j.seppur.2015.02.033,10.1016/j.seppur.2015.02.033,water,2.65,4.1,,3A,LTA-K,,,,,2.60E-12,m2/s,298,K,1952,mol/L,,,1,bar,Breakthrough curve fitting,,Experimental,Column Dynamics
10.1016_j.seppur.2015.02.033,10.1016/j.seppur.2015.02.033,water,2.65,4.1,,3A,LTA-K,,,,,2.60E-12,m2/s,298,K,,,,,1,bar,Breakthrough curve fitting,source: Table 4,Experimental,Column Dynamics
10.1002_ceat.270110155,10.1002/ceat.270110155,argon,3.4,6.5,,Zeolon 900 H,MOR-H,,,,,2.60E-12,m2/s,348,K,,,,,,,Chromatography,"methanol_loading_fraction: 0.871; condition: with methanol, non-reacting",Experimental,Column Dynamics
10.1002_ceat.270110155,10.1002/ceat.270110155,argon,3.4,6.5,,Zeolon 900 H,MOR-H,,,,,2.60E-12,m2/s,348,K,,,,,,,Chromatography,"methanol_loading_fraction: 0.959; condition: with methanol, non-reacting",Experimental,Column Dynamics
10.1039_d1cy02001c,10.1039/d1cy02001c,methanol,3.6,4.69,,H-FER (Si/Al = 35),FER-H,35,,,,2.60E-12,m2/s,300,K,,,4,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1016_s0009-2509(99)00189-x,10.1016/s0009-2509(99)00189-x,ethylbenzene,6,4.7,,silicalite,MFI,>20000,,,,2.61E-12,m2/s,415,K,,,,,0.0013,bar,ZLC,model: Eq.20 variable shape; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
10.1016_j.cej.2009.10.057,10.1016/j.cej.2009.10.057,strontium(2+),,7.4,,zeolite Na A–X blend,FAU,,,,,2.64E-12,m2/s,298,K,50,mol/L,48.08,mg/g,1,bar,Homogenous particle diffusion,,Experimental,Uptake/Release
10.1016_j.cej.2009.10.057,10.1016/j.cej.2009.10.057,strontium(2+),,7.4,,zeolite Na A–X blend,FAU,,,,,2.64E-12,m2/s,298,K,100,mol/L,95.24,mg/g,1,bar,Homogenous particle diffusion,,Experimental,Uptake/Release
10.1016_j.cej.2009.10.057,10.1016/j.cej.2009.10.057,strontium(2+),,7.4,,zeolite Na A–X blend,FAU,,,,,2.64E-12,m2/s,298,K,150,mol/L,138.89,mg/g,1,bar,Homogenous particle diffusion,,Experimental,Uptake/Release
10.3390_catal16030230,10.3390/catal16030230,"ethene, propene, butene, pentene, hexene, heptene, octene",,4.7,equimolar,H-ZSM-5,MFI-H,76,,,,2.65E-12,m2/s,923,K,,,35,molecules/supercell,,,Molecular Dynamics,measured_species: C3H6,Computational,MD
10.3390_catal16030230,10.3390/catal16030230,"ethene, propene, butene, pentene, hexene, heptene, octene",,4.7,equimolar,H-ZSM-5,MFI-H,76,,,,2.66E-12,m2/s,923,K,,,35,molecules/supercell,,,Molecular Dynamics,measured_species: C4H8,Computational,MD
10.1016_s0009-2509(99)00189-x,10.1016/s0009-2509(99)00189-x,ethylbenzene,6,4.7,,silicalite,MFI,>20000,,,,2.66E-12,m2/s,395,K,,,,,0.0013,bar,ZLC,model: Eq.19 size distribution + apparatus; fit_type: long-time; F: 15 ml/min,Experimental,ZLC
10.1016_j.seppur.2018.04.066,10.1016/j.seppur.2018.04.066,acetic acid,4.5,3.65,70 wt% water/AcOH,DD3R,DDR-H,,,,,2.67E-12,m2/s,368,K,,,1.57,mol/kg,,,Molecular Dynamics,,Computational,MD
10.1016_j.micromeso.2022.111910,10.1016/j.micromeso.2022.111910,"1,2-dimethylbenzene",6.8,4.7,,BAS/Cu+-HZSM-5,MFI-Cu,23,Cu+,,,2.67E-12,m2/s,400,K,,,2,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1016_s0009-2509(99)00189-x,10.1016/s0009-2509(99)00189-x,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,2.69E-12,m2/s,375,K,,,,,0.0034,bar,ZLC,"model: Eq.19 size distribution + apparatus; fit_type: full-time; F: 10,15,20 ml/min",Experimental,ZLC
10.1016_j.seppur.2014.06.030,10.1016/j.seppur.2014.06.030,water,2.65,4.1,,3A,LTA-K,,,,,2.70E-12,m2/s,293,K,1696,mol/L,,,,,Breakthrough curve fitting,run: 4d; series: inlet concentration variation; zeolite: 3A,Experimental,Column Dynamics
10.1016_s1387-1811(98)00083-3,10.1016/s1387-1811(98)00083-3,water,2.65,3.8,,natural chabazite,CHA,,,,,2.70E-12,m2/s,293,K,,,,,,,PFG NMR,specimen: another polycrystalline specimen; direction: z,Experimental,PFG NMR
10.1016_s0009-2509(99)00189-x,10.1016/s0009-2509(99)00189-x,ethylbenzene,6,4.7,,silicalite,MFI,>20000,,,,2.71E-12,m2/s,395,K,,,,,0.0013,bar,ZLC,model: Eqs.12-15 temperature dependence; fit_type: full-time; diffusivity_type: intrinsic D0,Experimental,ZLC
10.1016_s0040-6031(99)00280-4,10.1016/s0040-6031(99)00280-4,"potassium, ammonium",,3.1,,clinoptilolite,HEU,,,,,2.72E-12,m2/s,298,K,0.1,mol/L,,,,,ion exchange kinetics,analysis_method: CH,Experimental,Uptake/Release
10.1016_j.micromeso.2022.111910,10.1016/j.micromeso.2022.111910,"1,2-dimethylbenzene",6.8,4.7,,BAS/Cu+-HZSM-5,MFI-Cu,23,Cu+,,,2.73E-12,m2/s,400,K,,,4,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
10.1016_j.micromeso.2022.112393,10.1016/j.micromeso.2022.112393,3-methyl-4-phenyl-3-butan-2-one,7,4.7,,hierarchical H-ZSM-5,MFI-H,23,,,,2.75E-12,m2/s,373,K,,,10,molecules/supercell,,,Molecular Dynamics,water_presence: no,Computational,MD
10.3390_pr14030542,10.3390/pr14030542,propane,4.3,4.1,,CaLTA,LTA-Ca,,,,,2.77E-12,m2/s,303,K,,,,,1,bar,Molecular Dynamics,relative_humidity: 90%,Computational,MD
10.1016_s0009-2509(99)00189-x,10.1016/s0009-2509(99)00189-x,ethylbenzene,6,4.7,,silicalite,MFI,>20000,,,,2.78E-12,m2/s,395,K,,,,,0.0013,bar,ZLC,model: Eq.17 size distribution; fit_type: long-time; F: 15 ml/min,Experimental,ZLC
10.1016_j.micromeso.2023.112964,10.1016/j.micromeso.2023.112964,o-xylene,,4.7,,NiOH+/HZSM-5 (T7-2),MFI,46,NiOH+,,,2.78E-12,m2/s,498,K,,,24,molecules per 2x2x4 supercell,,,Molecular Dynamics,,Computational,MD
10.1002_app.13046,10.1002/app.13046,water,2.65,3.1,,clinoptilolite,HEU,,,,,2.80E-12,m2/s,298,K,,,0.63,%,,,gravimetric sorption,zeolite_loading: 30 wt%; phase: vapor,Experimental,Uptake/Release
10.1016_j.molliq.2026.129883,10.1016/j.molliq.2026.129883,dimethyl phthalate,,4.7,,aminosilane-functionalized ZSM-5,MFI-H,5.4,,,,2.80E-12,m2/s,310,K,,,,,1,bar,Molecular Dynamics,,Computational,MD
10.1016_s0009-2509(99)00189-x,10.1016/s0009-2509(99)00189-x,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,2.81E-12,m2/s,375,K,,,,,0.0034,bar,ZLC,"model: Eq.17 size distribution; fit_type: full-time; F: 10,15,20 ml/min",Experimental,ZLC
10.1016_j.micromeso.2022.111910,10.1016/j.micromeso.2022.111910,"1,3-dimethylbenzene",6.8,4.7,,HZSM-5,MFI-H,23,,,,2.81E-12,m2/s,400,K,,,4,molecules/unit cell,,,Molecular Dynamics,,Computational,MD
